window_center,caused_node,causing_node,fevd_share,method,event_id,tier_i_actual,tier_j_actual,edge_tier_actual,uses_fixture,claim_allowed,claim_level,claim_reason
252000.0,curve_3pool,usdt_binance,0.2546648962325785,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
252000.0,curve_3pool,ust_binance,0.38441053123076563,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
252000.0,curve_3pool,curve_3pool,0.25454937666158006,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
252000.0,curve_3pool,curve_ust_wormhole,0.10637519587507588,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
252000.0,curve_ust_wormhole,usdt_binance,0.2964070731162601,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
252000.0,curve_ust_wormhole,ust_binance,0.33665043434977315,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
252000.0,curve_ust_wormhole,curve_3pool,0.2700677044505842,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
252000.0,curve_ust_wormhole,curve_ust_wormhole,0.09687478808338261,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
288000.0,usdt_binance,usdt_binance,0.000029214287389198622,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
288000.0,usdt_binance,ust_binance,0.3649838429481225,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
288000.0,usdt_binance,curve_3pool,0.3934551128896572,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
288000.0,usdt_binance,curve_ust_wormhole,0.2415318298748311,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
288000.0,ust_binance,usdt_binance,0.032679570297250105,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
288000.0,ust_binance,ust_binance,0.45151697548903197,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
288000.0,ust_binance,curve_3pool,0.34981312062760705,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
288000.0,ust_binance,curve_ust_wormhole,0.16599033358611084,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
288000.0,curve_3pool,usdt_binance,0.020944664926414287,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
288000.0,curve_3pool,ust_binance,0.5470642610358477,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
288000.0,curve_3pool,curve_3pool,0.31188547264946265,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
288000.0,curve_3pool,curve_ust_wormhole,0.12010560138827514,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
288000.0,curve_ust_wormhole,usdt_binance,0.017924942603372445,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
288000.0,curve_ust_wormhole,ust_binance,0.6235385654260873,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
288000.0,curve_ust_wormhole,curve_3pool,0.269038167313113,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
288000.0,curve_ust_wormhole,curve_ust_wormhole,0.08949832465742709,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
316800.0,usdt_binance,usdt_binance,0.16107299076247703,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
316800.0,usdt_binance,ust_binance,0.43282828951688984,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
316800.0,usdt_binance,curve_3pool,0.3184250676574908,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
316800.0,usdt_binance,curve_ust_wormhole,0.0876736520631424,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
316800.0,ust_binance,usdt_binance,0.11778230039653363,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
316800.0,ust_binance,ust_binance,0.2941261578107777,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
316800.0,ust_binance,curve_3pool,0.5397226522127684,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
316800.0,ust_binance,curve_ust_wormhole,0.0483688895799204,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
316800.0,curve_3pool,usdt_binance,0.08335063179702595,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
316800.0,curve_3pool,ust_binance,0.5043993986546828,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
316800.0,curve_3pool,curve_3pool,0.37848482020136326,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
316800.0,curve_3pool,curve_ust_wormhole,0.03376514934692805,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
316800.0,curve_ust_wormhole,usdt_binance,0.07215528023048828,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
316800.0,curve_ust_wormhole,ust_binance,0.5787843088107174,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
316800.0,curve_ust_wormhole,curve_3pool,0.3204038304999162,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
316800.0,curve_ust_wormhole,curve_ust_wormhole,0.028656580458878148,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
356400.0,usdt_binance,usdt_binance,0.15232004748557884,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
356400.0,usdt_binance,ust_binance,0.11139326342897161,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
356400.0,usdt_binance,curve_3pool,0.03612777242013233,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
356400.0,usdt_binance,curve_ust_wormhole,0.7001589166653172,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
356400.0,ust_binance,usdt_binance,0.10347236577951242,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
356400.0,ust_binance,ust_binance,0.6276411995598703,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
356400.0,ust_binance,curve_3pool,0.05244347047995874,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
356400.0,ust_binance,curve_ust_wormhole,0.21644296418065823,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
356400.0,curve_3pool,usdt_binance,0.0632350327032912,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
356400.0,curve_3pool,ust_binance,0.6798750814828256,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
356400.0,curve_3pool,curve_3pool,0.12746082870876238,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
356400.0,curve_3pool,curve_ust_wormhole,0.12942905710512054,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
356400.0,curve_ust_wormhole,usdt_binance,0.18116406382633596,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
356400.0,curve_ust_wormhole,ust_binance,0.5067553954223593,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
356400.0,curve_ust_wormhole,curve_3pool,0.17146953127878492,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
356400.0,curve_ust_wormhole,curve_ust_wormhole,0.14061100947251945,tvp_var_rolling,terra_luna_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
